transport_type,stop,line,delay,theoretical_time,expectedArrivalTime,date,direction,year,month,day,hour,minute,seconds,temp,humidity,visibility,wind,rain
0,0089,39,,,,2020-11-03 00:00:55.299968,,2020,11,1,0,0,55,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:00:55.300394,,2020,11,1,0,0,55,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:00:57.848581,,2020,11,1,0,0,57,283.54,81,10000,5.7,0
0,6608G,82,,,,2020-11-03 00:00:59.555330,,2020,11,1,0,0,59,283.54,81,10000,5.7,0
0,0089,39,,,,2020-11-03 00:02:01.042762,,2020,11,1,0,2,1,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:02:01.043192,,2020,11,1,0,2,1,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:02:03.600611,,2020,11,1,0,2,3,283.54,81,10000,5.7,0
0,6608G,82,,,,2020-11-03 00:02:05.295824,,2020,11,1,0,2,5,283.54,81,10000,5.7,0
0,0089,39,,,,2020-11-03 00:03:06.755248,,2020,11,1,0,3,6,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:03:06.755676,,2020,11,1,0,3,6,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:03:09.292974,,2020,11,1,0,3,9,283.54,81,10000,5.7,0
0,6608G,82,,,,2020-11-03 00:03:10.991998,,2020,11,1,0,3,10,283.54,81,10000,5.7,0
0,0089,39,,,,2020-11-03 00:04:12.467191,,2020,11,1,0,4,12,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:04:12.467616,,2020,11,1,0,4,12,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:04:15.014768,,2020,11,1,0,4,15,283.54,81,10000,5.7,0
0,6608G,82,,,,2020-11-03 00:04:16.720394,,2020,11,1,0,4,16,283.54,81,10000,5.7,0
0,0089,39,,,,2020-11-03 00:05:18.181674,,2020,11,1,0,5,18,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:05:18.182122,,2020,11,1,0,5,18,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:05:20.719663,,2020,11,1,0,5,20,283.54,81,10000,5.7,0
0,6608G,82,,,,2020-11-03 00:05:22.415234,,2020,11,1,0,5,22,283.54,81,10000,5.7,0
0,0089,39,,,,2020-11-03 00:06:23.906378,,2020,11,1,0,6,23,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:06:23.906806,,2020,11,1,0,6,23,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:06:26.455009,,2020,11,1,0,6,26,283.54,81,10000,5.7,0
0,6608G,82,,,,2020-11-03 00:06:28.153074,,2020,11,1,0,6,28,283.54,81,10000,5.7,0
0,0089,39,,,,2020-11-03 00:07:29.614065,,2020,11,1,0,7,29,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:07:29.614495,,2020,11,1,0,7,29,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:07:32.161818,,2020,11,1,0,7,32,283.54,81,10000,5.7,0
0,6608G,82,,,,2020-11-03 00:07:33.858863,,2020,11,1,0,7,33,283.54,81,10000,5.7,0
0,0089,39,,,,2020-11-03 00:08:35.373632,,2020,11,1,0,8,35,283.54,81,10000,5.7,0
0,0089,44,,,,2020-11-03 00:08:35.374084,,2020,11,1,0,8,35,283.54,81,10000,5.7,0
0,6608G,51,,,,2020-11-03 00:08:37.909499,,2020,11,1,0,8,37,283.54,81,10000,5.7,0
